Gemeentecode,Gemeentenaam,Provincienaam,20200227,20200228,20200229,20200301,20200302,20200303,20200304,20200305,20200306,20200307,20200308,20200309,20200310,20200311,20200312,20200313,20200314,20200315,20200316,20200317,20200318,20200319,20200320,20200321,20200322,20200323,20200324,20200325,20200326,20200327,20200328,20200329,20200330
1507,Horst aan de Maas,Limburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,8,8,10,11,13,13,16,17,18,20,25,27,27,34
321,Houten,Utrecht,0,0,0,0,1,1,1,9,9,13,13,13,13,13,13,13,13,13,13,13,14,17,17,19,23,25,29,37,43,47,52,52,58
406,Huizen,Noord-Holland,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,7,8,13,13,13,13
677,Hulst,Zeeland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6
353,IJsselstein,Utrecht,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,6,7,8,8,11,13,16,16,18,23,26,31,31,38
1884,Kaag en Braassem,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,5,5,5,6,6,8
166,Kampen,Overijssel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,12,14,17,20,30,41,45,55,55,69
678,Kapelle,Zeeland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
537,Katwijk,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,5,6,6,6,7,10,15,19,19,24
928,Kerkrade,Limburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,5,6,8,8,17,21,26,28,32,32,36
1598,Koggenland,Noord-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,4,4,5,6,6,9,9,10
542,Krimpen aan den IJssel,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,6,7,7,12,12,15
1931,Krimpenerwaard,Zuid-Holland,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,4,4,4,4,5,7,9,11,11,12,16,19,24,30,30,38
